location1,51.24311508000000,-0.59260941700000
location2,51.24538600000000,-0.58947500000000
location3,51.24476100000000,-0.58629000000000
location4,51.24367200000000,-0.58574200000000
location5,51.24398900000000,-0.59384600000000
location6,51.24167500000000,-0.59243500000000
location7,51.24139300000000,-0.58827200000000
location8,51.24287100000000,-0.58483900000000
location9,51.24486600000000,-0.59093300000000
location10,51.24408000000000,-0.59185600000000
location11,51.24190200000000,-0.59536700000000
location12,51.24142800000000,-0.59439700000000
location13,51.24372400000000,-0.59164000000000
location14,51.24396600000000,-0.58984800000000
location15,51.24253165000000,-0.58795943000000
location16,51.24335800000000,-0.58975200000000
location17,51.24167236000000,-0.58968235400000
location18,51.24179900000000,-0.58466800000000
location19,51.24150964000000,-0.58530100000000
location20,51.24424075000000,-0.58872419400000
location21,51.24238900000000,-0.58535563400000
location22,51.24203300000000,-0.58661999900000
location23,51.24304000000000,-0.58791912000000
location24,51.24333500000000,-0.58706225300000
location25,51.24377135000000,-0.58767000000000
location26,51.24468100000000,-0.58593241000000
location27,51.24505200000000,-0.58771100000000
location28,51.24313700000000,-0.59535400000000
location29,51.24276800000000,-0.59592700000000
location30,51.24217800000000,-0.59347000000000
location31,51.24215000000000,-0.59460200000000
location32,51.24223700000000,-0.59201612400000
location33,51.24433900000000,-0.59241300000000
location34,51.24450254000000,-0.59360200000000
location35,51.24399700000000,-0.59097300000000
location36,51.24399700000000,-0.58833400000000
location37,51.24177400000000,-0.58854900000000
location38,51.24232500000000,-0.59097412400000
location39,51.24107246000000,-0.59049800000000
location40,51.24105000000000,-0.58931800000000
location41,51.24158100000000,-0.58766612400000
location42,51.24062000000000,-0.58551000000000
location43,51.24380700000000,-0.59528288700000
location44,51.24458600000000,-0.59046500000000
location45,51.24457300000000,-0.58929600000000
location46,51.24263900000000,-0.58896300000000
location47,51.24244400000000,-0.58398500000000
location48,51.24116800000000,-0.58365200000000
location49,51.24270700000000,-0.59383200000000
location50,51.24276000000000,-0.59331700000000
location51,51.24222300000000,-0.59269600000000
location52,51.24157800000000,-0.59445500000000
location53,51.24316800000000,-0.58804000000000
location54,51.24402500000000,-0.58522500000000
location55,51.24268700000000,-0.58569300000000
location56,51.24187200000000,-0.58990000000000
location57,51.24285200000000,-0.59133600000000
location58,51.24328200000000,-0.59092800000000
location59,51.24320100000000,-0.59409300000000
location60,51.24447900000000,-0.58998200000000
location61,51.24280000000000,-0.58722545000000
location62,51.24428900000000,-0.58787800000000
location63,51.24199700000000,-0.58890600000000
location64,51.24128569000000,-0.58440305600000
location65,51.24273611000000,-0.59320000000000
location66,51.24222578000000,-0.58771719400000
location67,51.24304922000000,-0.59080358300000
location68,51.24232403000000,-0.58653727800000
location69,51.24278253000000,-0.59397094400000
location70,51.24241839000000,-0.59466583300000
location71,51.24287386000000,-0.59050005600000
location72,51.24324700000000,-0.58745300000000
location73,51.24403614000000,-0.58677088900000
location74,51.24261192000000,-0.58504252800000
location75,51.24344783000000,-0.58882761100000
location76,51.24210278000000,-0.58991388900000
location77,51.24438100000000,-0.58900200000000
location78,51.24233000000000,-0.59099100000000
location79,51.24188000000000,-0.59128100000000
location80,51.24348700000000,-0.59304700000000
location81,51.24394500000000,-0.58532600000000
location82,51.24117000000000,-0.59293100000000
location83,51.24098200000000,-0.59142900000000
location84,51.24123726000000,-0.58669800000000
location85,51.24182800000000,-0.58720242000000
location86,51.24413762000000,-0.58507000000000
location87,51.24486200000000,-0.58996121400000
location88,51.24332400000000,-0.58607700000000
location89,51.24317600000000,-0.58963900000000
location90,51.24229600000000,-0.58947800000000
location91,51.24134900000000,-0.59208500000000
location92,51.24184524000000,-0.59076500000000
location93,51.24257300000000,-0.58850100000000
location94,51.24466800000000,-0.58734100000000
location95,51.24164600000000,-0.58361800000000
location96,51.24149500000000,-0.58588200000000
location97,51.24209600000000,-0.58470200000000
location98,51.24127200000000,-0.59027300000000
location99,51.24310000000000,-0.59550700000000
location100,51.24368300000000,-0.59548800000000
location101,51.24466200000000,-0.59236500000000
location102,51.24473200000000,-0.58714600000000
location103,51.24441000000000,-0.58684600000000
location104,51.24365800000000,-0.58546200000000
location105,51.24263528000000,-0.59006897200000
location106,51.24151546000000,-0.58788721500000
location107,51.24372463000000,-0.59458800000000
location108,51.24451600000000,-0.59101813400000
location109,51.24397211000000,-0.59385000000000
location110,51.24397200000000,-0.59000921100000
location111,51.24336800000000,-0.58658300000000
location112,51.24320100000000,-0.58770100000000
location113,51.24192900000000,-0.58602700000000
location114,51.24336500000000,-0.59140700000000
location115,51.24388800000000,-0.59205300000000
location116,51.24523100000000,-0.59027211100000
location117,51.24493500000000,-0.58870600000000
location118,51.24433121000000,-0.58537000000000
location119,51.24424456000000,-0.58616400000000
location120,51.24351856000000,-0.58443532500000
location121,51.24312000000000,-0.58876242000000
location122,51.24107842000000,-0.58523200000000
location123,51.24288400000000,-0.59248216600000
location124,51.24419400000000,-0.59429600000000
location125,51.24391952000000,-0.59279530000000
location126,51.24529800000000,-0.59117500000000
location127,51.24109600000000,-0.59015100000000
location128,51.24157900000000,-0.58996664600000
location129,51.24125200000000,-0.59509700000000
location130,51.24254200000000,-0.59486100000000
location131,51.24463100000000,-0.58823100000000
location132,51.24315324000000,-0.58582735000000
location133,51.24341400000000,-0.59058000000000
location134,51.24340700000000,-0.58466800000000
location135,51.24415200000000,-0.58872300000000
location136,51.24497200000000,-0.59040800000000
location137,51.24192300000000,-0.58430300000000
location138,51.24346100000000,-0.58802600000000
location139,51.24450200000000,-0.59044900000000
location140,51.24250700000000,-0.59365700000000
location141,51.24195300000000,-0.58785800000000
location142,51.24394900000000,-0.59112800000000
location143,51.24312600000000,-0.58817111100000
location144,51.24220744000000,-0.58718183300000
location145,51.24295162000000,-0.58575600000000
location146,51.24423400000000,-0.58655000000000
location147,51.24462100000000,-0.59168800000000
location148,51.24359300000000,-0.59417700000000
location149,51.24372100000000,-0.59554000000000
location150,51.24404200000000,-0.58883900000000
location151,51.24544600000000,-0.58834500000000
location152,51.24160300000000,-0.58852400000000
location153,51.24142800000000,-0.59110800000000
location154,51.24269100000000,-0.58945600000000
location155,51.24355700000000,-0.58947700000000
location156,51.24395300000000,-0.58931600000000
location157,51.24335500000000,-0.59298500000000
location158,51.24415400000000,-0.59360700000000
location159,51.24296900000000,-0.59476000000000
location160,51.24292000000000,-0.59576400000000
location161,51.24332100000000,-0.59400600000000
location162,51.24329500000000,-0.59281900000000
location163,51.24410000000000,-0.58809800000000
location164,51.24210200000000,-0.58642300000000
location165,51.24267400000000,-0.58537900000000
location166,51.24191100000000,-0.58368900000000
location167,51.24327000000000,-0.58730600000000
location168,51.24307200000000,-0.58786700000000
location169,51.24334000000000,-0.58879400000000
location170,51.24440100000000,-0.59168000000000
location171,51.24290600000000,-0.58683500000000
location172,51.24176400000000,-0.59403800000000
location173,51.24252400000000,-0.59550000000000
location174,51.24351900000000,-0.58527900000000
location175,51.24438800000000,-0.58809900000000
location176,51.24368900000000,-0.59187800000000
location177,51.24095100000000,-0.59239800000000
location178,51.24054000000000,-0.58536400000000
location179,51.24089300000000,-0.58366800000000
location180,51.24127200000000,-0.58383400000000
location181,51.24075100000000,-0.58682700000000
location182,51.24049800000000,-0.58574100000000
location183,51.24431842000000,-0.58717569400000
